TIME	MONTH	TEMP	CO2eq	SOLAR	VOLCANIC	SO	NAO	AMO
1866.041667	1	0.281	291.104	1365.4119	0.002525	-0.62	2.06	0.053908
1866.125	2	-1.197	291.104	1365.4119	0.002317	-0.12	0.7	0.053908
1866.208333	3	-1.168	291.104	1365.4119	0.002142	-0.62	-2.1	0.053908
1866.291667	4	-0.445	291.104	1365.4119	0.001967	-0.65	-0.88	0.053908
1866.375	5	-0.278	291.104	1365.4119	0.001817	0.04	-1.54	0.053908
1866.458333	6	-0.437	291.104	1365.4119	0.00165	-0.82	-0.18	0.053908
1866.541667	7	0.184	291.104	1365.4119	0.001525	-0.34	0.29	0.053908
1866.625	8	-0.222	291.104	1365.4119	0.001408	0.36	0.77	0.053908
1866.708333	9	-0.319	291.104	1365.4119	0.001292	-0.18	1.52	0.053908
1866.791667	10	-0.876	291.104	1365.4119	0.000233	0.07	-0.03	0.053908
1866.875	11	-0.369	291.104	1365.4119	0	1.1	1.01	0.053908
1866.958333	12	0.345	291.104	1365.4119	0	-0.16	2.14	0.053908
1867.041667	1	-0.275	291.27	1365.3597	0	0.09	-2.17	0.083142
1867.125	2	-0.603	291.27	1365.3597	0	-0.01	3.63	0.083142
1867.208333	3	-1.065	291.27	1365.3597	0	-0.09	-3.03	0.083142
1867.291667	4	-0.178	291.27	1365.3597	0	0.83	3.08	0.083142
1867.375	5	-0.674	291.27	1365.3597	0	0.5	-2.35	0.083142
1867.458333	6	-0.108	291.27	1365.3597	0	-0.48	-1.2	0.083142
1867.541667	7	-0.147	291.27	1365.3597	0	0.44	-1.77	0.083142
1867.625	8	-0.228	291.27	1365.3597	0	0.34	3.1	0.083142
1867.708333	9	-0.125	291.27	1365.3597	0	0.12	1.13	0.083142
1867.791667	10	-0.2	291.27	1365.3597	0	-0.56	0.73	0.083142
1867.875	11	0.524	291.27	1365.3597	0	-0.65	-1.51	0.083142
1867.958333	12	0.176	291.27	1365.3597	0	-0.89	-0.55	0.083142
1868.041667	1	-0.608	291.461	1365.5194	0	-0.16	1.46	0.099508
1868.125	2	-1.156	291.461	1365.5194	0	-0.34	3.95	0.099508
1868.208333	3	-0.928	291.461	1365.5194	0	-1.56	2.94	0.099508
1868.291667	4	-0.161	291.461	1365.5194	0	0.3	2.52	0.099508
1868.375	5	0.057	291.461	1365.5194	0	-1.34	1.35	0.099508
1868.458333	6	-0.096	291.461	1365.5194	0	-2.2	2.1	0.099508
1868.541667	7	0.182	291.461	1365.5194	0	-0.4	1.21	0.099508
1868.625	8	-0.036	291.461	1365.5194	0	-1.41	3.02	0.099508
1868.708333	9	-0.397	291.461	1365.5194	0	-1.23	-2.65	0.099508
1868.791667	10	-0.073	291.461	1365.5194	0	-1.24	1.87	0.099508
1868.875	11	-1.138	291.461	1365.5194	0	-1.49	-0.83	0.099508
1868.958333	12	-0.447	291.461	1365.5194	0	0.52	2.01	0.099508
1869.041667	1	-0.275	291.678	1365.7557	0	-1.9	3.25	0.091267
1869.125	2	0.546	291.678	1365.7557	0	-0.26	3.9	0.091267
1869.208333	3	-1.051	291.678	1365.7557	0	-0.59	-1.91	0.091267
1869.291667	4	-0.402	291.678	1365.7557	0	2.12	2.62	0.091267
1869.375	5	0.177	291.678	1365.7557	0	1.4	-1.98	0.091267
1869.458333	6	0.041	291.678	1365.7557	0	1.53	-0.71	0.091267
1869.541667	7	-0.011	291.678	1365.7557	0	1.42	0.29	0.091267
1869.625	8	0.036	291.678	1365.7557	0	0.94	1.15	0.091267
1869.708333	9	0.131	291.678	1365.7557	0	0.12	0.62	0.091267
1869.791667	10	-0.442	291.678	1365.7557	0	0.85	-0.79	0.091267
1869.875	11	-0.595	291.678	1365.7557	0	0.56	0.79	0.091267
1869.958333	12	-1.207	291.678	1365.7557	0	0.42	-0.69	0.091267
1870.041667	1	-0.61	291.898	1365.9944	0	1.06	0.32	0.078033
1870.125	2	-1.236	291.898	1365.9944	0	0.18	-1.98	0.078033
1870.208333	3	-0.909	291.898	1365.9944	0	-0.75	-2.07	0.078033
1870.291667	4	-0.401	291.898	1365.9944	0	0.47	2.92	0.078033
1870.375	5	0.17	291.898	1365.9944	0	-0.11	1.55	0.078033
1870.458333	6	0.331	291.898	1365.9944	0	-1.1	0.56	0.078033
1870.541667	7	0.286	291.898	1365.9944	0	0.17	-0.36	0.078033
1870.625	8	-0.324	291.898	1365.9944	0	0.98	-3.41	0.078033
1870.708333	9	-0.022	291.898	1365.9944	0	0	1.71	0.078033
1870.791667	10	-0.454	291.898	1365.9944	0	-0.58	1.3	0.078033
1870.875	11	-0.775	291.898	1365.9944	0	-0.86	-2.04	0.078033
1870.958333	12	-1.685	291.898	1365.9944	0	-1.29	-3.52	0.078033
1871.041667	1	-1.074	292.138	1365.9343	0	-1.13	0.67	0.055567
1871.125	2	-1.371	292.138	1365.9343	0	-0.13	1.71	0.055567
1871.208333	3	-0.547	292.138	1365.9343	0	-2	1.15	0.055567
1871.291667	4	0.076	292.138	1365.9343	0	-0.46	-0.32	0.055567
1871.375	5	-0.446	292.138	1365.9343	0	-0.47	-2.5	0.055567
1871.458333	6	-0.396	292.138	1365.9343	0	0.24	-1.37	0.055567
1871.541667	7	-0.011	292.138	1365.9343	0	0.31	1.75	0.055567
1871.625	8	0.118	292.138	1365.9343	0	0.38	4.19	0.055567
1871.708333	9	-0.368	292.138	1365.9343	0	0.58	-1.93	0.055567
1871.791667	10	-0.266	292.138	1365.9343	0	-0.14	-0.89	0.055567
1871.875	11	-1.349	292.138	1365.9343	0	-0.02	-3.72	0.055567
1871.958333	12	-0.906	292.138	1365.9343	0	0.97	-0.18	0.055567
1872.041667	1	-0.784	292.401	1365.8876	0	2.69	1.15	0.065583
1872.125	2	-1.029	292.401	1365.8876	0	1.12	0.45	0.065583
1872.208333	3	-0.705	292.401	1365.8876	0	1.69	-1.2	0.065583
1872.291667	4	-0.605	292.401	1365.8876	0	-0.54	-0.73	0.065583
1872.375	5	-0.026	292.401	1365.8876	0	1.35	0.02	0.065583
1872.458333	6	-0.29	292.401	1365.8876	0	2.45	-0.34	0.065583
1872.541667	7	-0.053	292.401	1365.8876	0	2.3	-3.61	0.065583
1872.625	8	0.074	292.401	1365.8876	0	0.99	-1.43	0.065583
1872.708333	9	-0.047	292.401	1365.8876	0	3.14	-2.53	0.065583
1872.791667	10	-0.237	292.401	1365.8876	0.000917	1.9	-0.91	0.065583
1872.875	11	-1.138	292.401	1365.8876	0.005183	3.09	0.67	0.065583
1872.958333	12	-1.255	292.401	1365.8876	0.008825	2.8	-1.09	0.065583
1873.041667	1	-0.699	292.694	1365.6866	0.01185	2.47	2.3	0.095483
1873.125	2	-0.307	292.694	1365.6866	0.01215	1.12	0.18	0.095483
1873.208333	3	-0.734	292.694	1365.6866	0.011983	1.63	-0.39	0.095483
1873.291667	4	-1.002	292.694	1365.6866	0.010733	2.29	-2.17	0.095483
1873.375	5	-0.171	292.694	1365.6866	0.009475	1.19	-0.93	0.095483
1873.458333	6	-0.006	292.694	1365.6866	0.008358	-3.09	0.78	0.095483
1873.541667	7	-0.055	292.694	1365.6866	0.007375	-1.14	-0.12	0.095483
1873.625	8	-0.024	292.694	1365.6866	0.006508	-0.59	3.44	0.095483
1873.708333	9	-0.539	292.694	1365.6866	0.005742	-2.13	-0.57	0.095483
1873.791667	10	-0.12	292.694	1365.6866	0.005067	-1.78	-0.81	0.095483
1873.875	11	-0.587	292.694	1365.6866	0.004475	-0.36	-2.23	0.095483
1873.958333	12	-0.197	292.694	1365.6866	0.00395	1.33	2.01	0.095483
1874.041667	1	-0.051	293.038	1365.5582	0.003483	0.9	1.56	0.098542
1874.125	2	-0.333	293.038	1365.5582	0.003075	-0.28	2.07	0.098542
1874.208333	3	-1.285	293.038	1365.5582	0.002708	-0.52	1.47	0.098542
1874.291667	4	-0.116	293.038	1365.5582	0.0024	0.98	2.99	0.098542
1874.375	5	0.103	293.038	1365.5582	0.002108	1.29	-1.85	0.098542
1874.458333	6	-0.053	293.038	1365.5582	0.001875	-1.92	-0.76	0.098542
1874.541667	7	-0.223	293.038	1365.5582	0.00165	-0.14	0.18	0.098542
1874.625	8	0.055	293.038	1365.5582	0.001458	0.75	0.82	0.098542
1874.708333	9	0.16	293.038	1365.5582	0.001275	2.03	0.74	0.098542
1874.791667	10	-0.208	293.038	1365.5582	0.001125	2.19	0.86	0.098542
1874.875	11	-0.596	293.038	1365.5582	0.001	0.53	-0.34	0.098542
1874.958333	12	-0.416	293.038	1365.5582	0.000883	1.28	-2.12	0.098542
1875.041667	1	-1.073	293.411	1365.4095	0.00485	0.65	2.06	0.103025
1875.125	2	-0.984	293.411	1365.4095	0.008725	-0.11	-1.47	0.103025
1875.208333	3	-1.079	293.411	1365.4095	0.012583	-1	-0.61	0.103025
1875.291667	4	-0.619	293.411	1365.4095	0.013758	1.4	-0.41	0.103025
1875.375	5	-0.346	293.411	1365.4095	0.0137	0.75	0.89	0.103025
1875.458333	6	-0.114	293.411	1365.4095	0.012592	2.57	1.46	0.103025
1875.541667	7	-0.095	293.411	1365.4095	0.011108	-0.49	-1.44	0.103025
1875.625	8	-0.277	293.411	1365.4095	0.009808	-0.21	1.71	0.103025
1875.708333	9	-0.556	293.411	1365.4095	0.008658	0.83	-0.01	0.103025
1875.791667	10	-0.565	293.411	1365.4095	0.007633	0.93	-0.75	0.103025
1875.875	11	-1.505	293.411	1365.4095	0.006733	-1.54	-2.8	0.103025
1875.958333	12	-0.853	293.411	1365.4095	0.00595	-0.54	0.08	0.103025
1876.041667	1	-0.653	293.804	1365.3593	0.00525	1.16	1.1	0.104175
1876.125	2	-0.557	293.804	1365.3593	0.004633	0.98	0.75	0.104175
1876.208333	3	-0.713	293.804	1365.3593	0.004042	-0.1	-0.29	0.104175
1876.291667	4	-0.314	293.804	1365.3593	0.003483	0.94	-0.67	0.104175
1876.375	5	-0.643	293.804	1365.3593	0.003075	0.75	-1.45	0.104175
1876.458333	6	-0.213	293.804	1365.3593	0.002717	1.98	1.71	0.104175
1876.541667	7	0.003	293.804	1365.3593	0.0024	-0.51	3.48	0.104175
1876.625	8	-0.316	293.804	1365.3593	0.002117	1.08	1.02	0.104175
1876.708333	9	-0.193	293.804	1365.3593	0.001875	0.98	-2.62	0.104175
1876.791667	10	-0.244	293.804	1365.3593	0.00165	-1	-2.19	0.104175
1876.875	11	-1.021	293.804	1365.3593	0.001458	-0.46	-2.35	0.104175
1876.958333	12	-1.471	293.804	1365.3593	0.001275	-0.45	-1.13	0.104175
1877.041667	1	-0.29	294.245	1365.3596	0.001125	-0.88	2.39	0.092233
1877.125	2	-0.417	294.245	1365.3596	0.001	-1.44	1.96	0.092233
1877.208333	3	-0.072	294.245	1365.3596	0.000883	-1.07	-0.45	0.092233
1877.291667	4	-0.456	294.245	1365.3596	0.000775	-3.87	-2.3	0.092233
1877.375	5	-0.335	294.245	1365.3596	0.000683	-1.71	-1.73	0.092233
1877.458333	6	-0.081	294.245	1365.3596	0.0006	-4.34	-0.32	0.092233
1877.541667	7	0.412	294.245	1365.3596	0.000533	-0.96	1.18	0.092233
1877.625	8	0.368	294.245	1365.3596	0.000475	-1.06	-1.83	0.092233
1877.708333	9	0.083	294.245	1365.3596	0.000417	-1.71	-3.74	0.092233
1877.791667	10	-0.039	294.245	1365.3596	0.000367	-1.7	1.25	0.092233
1877.875	11	0.054	294.245	1365.3596	0.000325	-1.31	2.06	0.092233
1877.958333	12	-0.501	294.245	1365.3596	0.000283	-1.52	2.16	0.092233
1878.041667	1	-0.498	294.717	1365.3309	0.000258	-0.98	1.18	0.08415
1878.125	2	0.255	294.717	1365.3309	0.000225	-2.22	2.2	0.08415
1878.208333	3	1.021	294.717	1365.3309	0.0002	-1.86	-0.01	0.08415
1878.291667	4	0.453	294.717	1365.3309	0.000175	-1.07	0.45	0.08415
1878.375	5	-0.27	294.717	1365.3309	0.00015	0.1	0.28	0.08415
1878.458333	6	0.365	294.717	1365.3309	0	-0.59	-1.54	0.08415
1878.541667	7	0.329	294.717	1365.3309	0	1.6	-1.93	0.08415
1878.625	8	0.257	294.717	1365.3309	0	1.12	-2.46	0.08415
1878.708333	9	0.195	294.717	1365.3309	0	1.7	-0.95	0.08415
1878.791667	10	0.084	294.717	1365.3309	0	0.94	-1.44	0.08415
1878.875	11	0.174	294.717	1365.3309	0	1.39	-3.47	0.08415
1878.958333	12	-0.581	294.717	1365.3309	0	1.89	-3.31	0.08415
1879.041667	1	-0.211	295.214	1365.3533	0	1.28	-0.71	0.078658
1879.125	2	-0.326	295.214	1365.3533	0	1.33	0.85	0.078658
1879.208333	3	-0.756	295.214	1365.3533	0	1.3	-0.08	0.078658
1879.291667	4	-0.613	295.214	1365.3533	0	1.59	0.1	0.078658
1879.375	5	-0.489	295.214	1365.3533	0	0.1	0.63	0.078658
1879.458333	6	-0.425	295.214	1365.3533	0	1.85	-0.5	0.078658
1879.541667	7	-0.111	295.214	1365.3533	0	2.19	-1.57	0.078658
1879.625	8	-0.493	295.214	1365.3533	0	2.2	-0.29	0.078658
1879.708333	9	-0.462	295.214	1365.3533	0	1.8	1.9	0.078658
1879.791667	10	-0.159	295.214	1365.3533	0	1.53	-1.88	0.078658
1879.875	11	-0.7	295.214	1365.3533	0	0.76	-3.38	0.078658
1879.958333	12	-0.82	295.214	1365.3533	0	-0.71	0.58	0.078658
1880.041667	1	-0.627	295.77	1365.5	0	1.14	0.42	0.072692
1880.125	2	-1.102	295.77	1365.5	0	0.7	1.92	0.072692
1880.208333	3	-0.69	295.77	1365.5	0	1.43	0.06	0.072692
1880.291667	4	-0.837	295.77	1365.5	0	0.79	1.66	0.072692
1880.375	5	-0.101	295.77	1365.5	0	1.22	-1.78	0.072692
1880.458333	6	-0.165	295.77	1365.5	0	0.97	0.45	0.072692
1880.541667	7	-0.19	295.77	1365.5	0	0.21	-1.9	0.072692
1880.625	8	0.063	295.77	1365.5	0	1.26	-0.43	0.072692
1880.708333	9	-0.481	295.77	1365.5	0	0.73	0.92	0.072692
1880.791667	10	-0.536	295.77	1365.5	0	0.56	-3.2	0.072692
1880.875	11	-0.356	295.77	1365.5	0	0.74	1.19	0.072692
1880.958333	12	-0.356	295.77	1365.5	0	-0.33	0.52	0.072692
1881.041667	1	-0.052	296.359	1365.6443	0	-0.84	-3.6	0.087158
1881.125	2	-0.579	296.359	1365.6443	0	-0.67	-1.62	0.087158
1881.208333	3	-0.482	296.359	1365.6443	0	0.02	-0.51	0.087158
1881.291667	4	-0.068	296.359	1365.6443	0	0.43	-1.42	0.087158
1881.375	5	-0.008	296.359	1365.6443	0	-0.56	0.82	0.087158
1881.458333	6	-0.705	296.359	1365.6443	0	-0.78	0.01	0.087158
1881.541667	7	-0.139	296.359	1365.6443	0	-0.51	2.1	0.087158
1881.625	8	-0.03	296.359	1365.6443	0	-1.39	0.42	0.087158
1881.708333	9	-0.249	296.359	1365.6443	0	-1.35	-0.25	0.087158
1881.791667	10	-0.331	296.359	1365.6443	0	-2.6	-2.04	0.087158
1881.875	11	-0.729	296.359	1365.6443	0	0.49	4.34	0.087158
1881.958333	12	-0.258	296.359	1365.6443	0	0.7	2.77	0.087158
1882.041667	1	0.487	296.922	1365.6676	0	-0.76	3.07	0.075117
1882.125	2	-0.021	296.922	1365.6676	0	-0.26	3.2	0.075117
1882.208333	3	-0.354	296.922	1365.6676	0	0.41	3.61	0.075117
1882.291667	4	-0.624	296.922	1365.6676	0	-0.06	-0.42	0.075117
1882.375	5	-0.341	296.922	1365.6676	0	0.35	-0.68	0.075117
1882.458333	6	-0.679	296.922	1365.6676	0	-1.75	-0.64	0.075117
1882.541667	7	-0.65	296.922	1365.6676	0	-2.13	1.6	0.075117
1882.625	8	-0.082	296.922	1365.6676	0	-2.74	2.05	0.075117
1882.708333	9	-0.226	296.922	1365.6676	0	-1.44	0.4	0.075117
1882.791667	10	-0.842	296.922	1365.6676	0	-0.09	0.65	0.075117
1882.875	11	-1.136	296.922	1365.6676	0	0.21	2.01	0.075117
1882.958333	12	-1.219	296.922	1365.6676	0	1.04	-1.69	0.075117
1883.041667	1	-0.982	297.461	1365.7147	0	0.48	1.67	0.04935
1883.125	2	-1.357	297.461	1365.7147	0	-0.95	4.25	0.04935
1883.208333	3	-0.44	297.461	1365.7147	0	-2.94	-3.04	0.04935
1883.291667	4	-0.501	297.461	1365.7147	0	1.63	0.88	0.04935
1883.375	5	-0.328	297.461	1365.7147	0	1.47	-0.54	0.04935
1883.458333	6	-0.134	297.461	1365.7147	0	0.26	-1.75	0.04935
1883.541667	7	-0.214	297.461	1365.7147	0	-1.01	-2.25	0.04935
1883.625	8	-0.374	297.461	1365.7147	0.003667	0.06	3	0.04935
1883.708333	9	-0.491	297.461	1365.7147	0.026258	-0.81	0.47	0.04935
1883.791667	10	-0.322	297.461	1365.7147	0.049125	0.36	1.68	0.04935
1883.875	11	-1.127	297.461	1365.7147	0.071975	0.19	2.36	0.04935
1883.958333	12	-0.383	297.461	1365.7147	0.094858	-1.77	0.91	0.04935
1884.041667	1	-0.563	297.992	1365.6166	0.117717	-1.4	3.32	0.05655
1884.125	2	-0.775	297.992	1365.6166	0.1406	-0.61	1.48	0.05655
1884.208333	3	-1.473	297.992	1365.6166	0.16345	0.88	0.19	0.05655
1884.291667	4	-1.047	297.992	1365.6166	0.1849	-1.6	-2.36	0.05655
1884.375	5	-0.992	297.992	1365.6166	0.186475	0.18	-0.17	0.05655
1884.458333	6	-0.806	297.992	1365.6166	0.186475	0.98	0.5	0.05655
1884.541667	7	-0.555	297.992	1365.6166	0.184217	-0.28	-0.8	0.05655
1884.625	8	-0.414	297.992	1365.6166	0.168425	-0.63	2.16	0.05655
1884.708333	9	-0.625	297.992	1365.6166	0.154217	-0.7	1.6	0.05655
1884.791667	10	-0.589	297.992	1365.6166	0.141883	0.38	0.27	0.05655
1884.875	11	-0.96	297.992	1365.6166	0.130525	-0.26	-1.16	0.05655
1884.958333	12	-0.437	297.992	1365.6166	0.120083	-1.5	1.94	0.05655
1885.041667	1	-1.533	298.465	1365.507	0.1105	-1.78	-0.8	0.035783
1885.125	2	-0.985	298.465	1365.507	0.10165	0.04	0.09	0.035783
1885.208333	3	-0.763	298.465	1365.507	0.093525	0.39	-1.06	0.035783
1885.291667	4	-0.891	298.465	1365.507	0.086067	0.16	0.36	0.035783
1885.375	5	-0.648	298.465	1365.507	0.079175	0.01	0.32	0.035783
1885.458333	6	-0.695	298.465	1365.507	0.072842	-1.91	1.59	0.035783
1885.541667	7	-0.282	298.465	1365.507	0.067033	-0.45	3.07	0.035783
1885.625	8	-0.348	298.465	1365.507	0.061667	-1.13	-1.03	0.035783
1885.708333	9	-0.456	298.465	1365.507	0.056733	-0.43	1.4	0.035783
1885.791667	10	-0.506	298.465	1365.507	0.052183	-1.92	-0.84	0.035783
1885.875	11	-0.672	298.465	1365.507	0.048017	-1.55	-0.76	0.035783
1885.958333	12	0.047	298.465	1365.507	0.044167	0.47	-0.03	0.035783
1886.041667	1	-1.017	298.869	1365.3417	0.0461	-0.22	-1.41	0.034958
1886.125	2	-1.428	298.869	1365.3417	0.050867	0	-0.39	0.034958
1886.208333	3	-1.087	298.869	1365.3417	0.055933	0.15	0.56	0.034958
1886.291667	4	-0.339	298.869	1365.3417	0.058467	0.49	-1.37	0.034958
1886.375	5	-0.443	298.869	1365.3417	0.055925	0.54	-0.67	0.034958
1886.458333	6	-0.636	298.869	1365.3417	0.052533	0.43	-1.17	0.034958
1886.541667	7	-0.049	298.869	1365.3417	0.047383	0.74	-1.59	0.034958
1886.625	8	-0.376	298.869	1365.3417	0.042725	1.33	2.43	0.034958
1886.708333	9	-0.275	298.869	1365.3417	0.038558	1.28	-0.34	0.034958
1886.791667	10	-0.667	298.869	1365.3417	0.034808	1.3	-0.55	0.034958
1886.875	11	-0.931	298.869	1365.3417	0.031442	0.88	0.55	0.034958
1886.958333	12	-0.263	298.869	1365.3417	0.028417	1.51	0.12	0.034958
1887.041667	1	-1.725	299.225	1365.2982	0.025692	1.2	1.9	0.028333
1887.125	2	-1.169	299.225	1365.2982	0.023225	0.95	2.03	0.028333
1887.208333	3	-0.808	299.225	1365.2982	0.021025	0.95	-0.85	0.028333
1887.291667	4	-0.482	299.225	1365.2982	0.019033	1	-2.11	0.028333
1887.375	5	-0.247	299.225	1365.2982	0.017233	-0.58	0.44	0.028333
1887.458333	6	-0.404	299.225	1365.2982	0.015592	0.46	0.06	0.028333
1887.541667	7	-0.208	299.225	1365.2982	0.014117	0.53	0.58	0.028333
1887.625	8	-0.578	299.225	1365.2982	0.012817	0.33	-1.19	0.028333
1887.708333	9	-0.213	299.225	1365.2982	0.011633	0.45	-2.56	0.028333
1887.791667	10	-0.557	299.225	1365.2982	0.010558	0.51	-1.14	0.028333
1887.875	11	-0.596	299.225	1365.2982	0.009575	-0.63	-3.25	0.028333
1887.958333	12	-0.755	299.225	1365.2982	0.008708	0.45	-1.62	0.028333
1888.041667	1	-0.714	299.525	1365.2628	0.007883	-0.32	0.21	0.031017
1888.125	2	-1.173	299.525	1365.2628	0.007183	-0.33	-2.25	0.031017
1888.208333	3	-1.021	299.525	1365.2628	0.006542	-1.47	-1.5	0.031017
1888.291667	4	-0.363	299.525	1365.2628	0.005925	-2.8	-2.25	0.031017
1888.375	5	-0.497	299.525	1365.2628	0.005408	-1.12	0.97	0.031017
1888.458333	6	-0.368	299.525	1365.2628	0.004925	-2.16	-1.7	0.031017
1888.541667	7	-0.014	299.525	1365.2628	0.0032	-1.64	0	0.031017
1888.625	8	-0.208	299.525	1365.2628	0.001	-1.09	4	0.031017
1888.708333	9	-0.272	299.525	1365.2628	0.000883	-0.94	-0.42	0.031017
1888.791667	10	-0.09	299.525	1365.2628	0.000775	-1.61	-0.89	0.031017
1888.875	11	-0.429	299.525	1365.2628	0.000683	-1.37	2.7	0.031017
1888.958333	12	-0.563	299.525	1365.2628	0.0006	-0.4	1.25	0.031017
1889.041667	1	-0.841	299.805	1365.2344	0.000525	-2.84	0.65	0.0142
1889.125	2	0.175	299.805	1365.2344	0.000475	-0.21	-0.2	0.0142
1889.208333	3	-0.061	299.805	1365.2344	0.000417	-3.2	0.11	0.0142
1889.291667	4	0.393	299.805	1365.2344	0.000367	0.07	1.05	0.0142
1889.375	5	0.073	299.805	1365.2344	0.000325	-0.19	-0.39	0.0142
1889.458333	6	-0.071	299.805	1365.2344	0.0001	2.49	1.89	0.0142
1889.541667	7	0.002	299.805	1365.2344	0	0.18	-1.03	0.0142
1889.625	8	-0.19	299.805	1365.2344	0	0.05	3.78	0.0142
1889.708333	9	-0.405	299.805	1365.2344	0	1.05	-1.98	0.0142
1889.791667	10	-0.379	299.805	1365.2344	0	0.29	-1.23	0.0142
1889.875	11	-1.12	299.805	1365.2344	0	1.92	2.7	0.0142
1889.958333	12	-0.608	299.805	1365.2344	0	2.35	2.3	0.0142
1890.041667	1	-0.963	300.064	1365.269	0.003358	2.16	4.32	0.007175
1890.125	2	-0.872	300.064	1365.269	0.005183	1.03	-1.37	0.007175
1890.208333	3	-1.08	300.064	1365.269	0.006075	1.43	0.5	0.007175
1890.291667	4	-0.506	300.064	1365.269	0.006075	0.75	-0.08	0.007175
1890.375	5	-0.62	300.064	1365.269	0.005833	0.35	-1.14	0.007175
1890.458333	6	-0.432	300.064	1365.269	0.00515	0.45	1.23	0.007175
1890.541667	7	-0.129	300.064	1365.269	0.004542	-0.23	0.3	0.007175
1890.625	8	-0.391	300.064	1365.269	0.004008	-0.42	0.99	0.007175
1890.708333	9	-0.394	300.064	1365.269	0.003533	0.88	2.5	0.007175
1890.791667	10	-0.015	300.064	1365.269	0.003125	0.17	0.85	0.007175
1890.875	11	-1.005	300.064	1365.269	0.002758	0.16	1.9	0.007175
1890.958333	12	-0.854	300.064	1365.269	0.002425	-0.04	-2.75	0.007175
1891.041667	1	-1.049	300.305	1365.5204	0.002142	1.56	0.27	0.00555
1891.125	2	-1.336	300.305	1365.5204	0.0019	-0.49	2.81	0.00555
1891.208333	3	-0.502	300.305	1365.5204	0.001675	-1.22	-1.17	0.00555
1891.291667	4	-0.541	300.305	1365.5204	0.001475	0.7	-0.92	0.00555
1891.375	5	-0.271	300.305	1365.5204	0.0013	0.28	-1.78	0.00555
1891.458333	6	-0.407	300.305	1365.5204	0.00115	-0.28	-3.74	0.00555
1891.541667	7	-0.334	300.305	1365.5204	0.001017	-0.58	-0.54	0.00555
1891.625	8	-0.258	300.305	1365.5204	0.000892	-1.2	2.22	0.00555
1891.708333	9	-0.167	300.305	1365.5204	0.000792	-1.08	2.29	0.00555
1891.791667	10	-0.531	300.305	1365.5204	0.0007	0.05	-0.46	0.00555
1891.875	11	-1.143	300.305	1365.5204	0.000625	-0.49	-1.53	0.00555
1891.958333	12	-0.176	300.305	1365.5204	0.00055	-0.62	2.86	0.00555
1892.041667	1	-0.712	300.554	1365.619	0.0037	0.2	-0.77	0.004425
1892.125	2	-0.487	300.554	1365.619	0.004883	-1.13	-2.21	0.004425
1892.208333	3	-0.868	300.554	1365.619	0.005017	1.09	-1.53	0.004425
1892.291667	4	-0.6	300.554	1365.619	0.004983	0.96	-1.14	0.004425
1892.375	5	-0.532	300.554	1365.619	0.004567	1.37	-0.57	0.004425
1892.458333	6	-0.059	300.554	1365.619	0.004033	2.25	-0.47	0.004425
1892.541667	7	-0.404	300.554	1365.619	0.00355	0.78	0.18	0.004425
1892.625	8	-0.283	300.554	1365.619	0.003142	0.48	1.16	0.004425
1892.708333	9	-0.197	300.554	1365.619	0.002767	0.01	1.61	0.004425
1892.791667	10	-0.01	300.554	1365.619	0.00245	0.85	-3.68	0.004425
1892.875	11	-1.253	300.554	1365.619	0.002158	-0.88	0.81	0.004425
1892.958333	12	-0.831	300.554	1365.619	0.0019	0.3	-1.05	0.004425
1893.041667	1	-2.022	300.765	1365.76	0.001675	0.91	-1.61	-0.007642
1893.125	2	-1.566	300.765	1365.76	0.001483	0.65	2.54	-0.007642
1893.208333	3	-0.348	300.765	1365.76	0.001308	0.32	-0.04	-0.007642
1893.291667	4	-0.199	300.765	1365.76	0.00115	1.44	0.04	-0.007642
1893.375	5	-0.427	300.765	1365.76	0.000975	1.76	0.37	-0.007642
1893.458333	6	-0.34	300.765	1365.76	0.000842	2.15	-0.56	-0.007642
1893.541667	7	0.071	300.765	1365.76	0.00075	1.88	-1.5	-0.007642
1893.625	8	-0.309	300.765	1365.76	0.00065	0.6	0.48	-0.007642
1893.708333	9	-0.205	300.765	1365.76	0.000575	1.21	-0.97	-0.007642
1893.791667	10	-0.183	300.765	1365.76	0.000508	0.63	0.32	-0.007642
1893.875	11	-0.388	300.765	1365.76	0.00045	0.83	-2.16	-0.007642
1893.958333	12	-0.615	300.765	1365.76	0.0004	-0.5	1.86	-0.007642
1894.041667	1	-1.028	300.939	1365.8553	0.00035	2.15	1.4	-0.014633
1894.125	2	-0.392	300.939	1365.8553	0.000308	0.97	3.95	-0.014633
1894.208333	3	-0.153	300.939	1365.8553	0.000267	0.82	1.12	-0.014633
1894.291667	4	-0.55	300.939	1365.8553	0.000242	1.1	1.98	-0.014633
1894.375	5	-0.28	300.939	1365.8553	0.000217	-0.86	-1.38	-0.014633
1894.458333	6	-0.563	300.939	1365.8553	0.000192	-0.01	2.78	-0.014633
1894.541667	7	-0.224	300.939	1365.8553	0.000167	0.47	1.18	-0.014633
1894.625	8	-0.258	300.939	1365.8553	0.00015	-1.4	0.91	-0.014633
1894.708333	9	-0.386	300.939	1365.8553	0.000125	-0.24	-2.19	-0.014633
1894.791667	10	-0.161	300.939	1365.8553	0.000117	0.31	-2.24	-0.014633
1894.875	11	-0.733	300.939	1365.8553	0.0001	-0.89	1.96	-0.014633
