DASS	DATE	TMAX	TMIN	TMEAN	PREC	WIND	RHUM
19610101	1961.002738	1	-3.4	-2	0	1.7	89
19610102	1961.005476	-1.2	-2.4	-1.9	0	3	89
19610103	1961.008214	1	-2.6	0.1	0	2.7	82
19610104	1961.010951	2.1	-2	-0.3	0	3.3	88
19610105	1961.013689	2.8	-4.3	0.4	0	6.3	86
19610106	1961.016427	2.8	-4.5	-0.3	0	2.7	72
19610107	1961.019165	2.2	-2.6	0.8	0.6	4.7	83
19610108	1961.021903	1.8	-1	1	0	4.7	85
19610109	1961.024641	3.7	-0.6	1.3	0.2	5.3	85
19610110	1961.027379	2.9	-2.6	0.9	0	2.3	78
19610111	1961.030116	1.4	-1.3	-0.1	0	3	85
19610112	1961.032854	-0.3	-6.7	-5.3	0	1.7	79
19610113	1961.035592	-1	-8.6	-3.3	0	1.7	74
19610114	1961.03833	2	-3.6	-1.5	0.7	1.3	79
19610115	1961.041068	0.4	-5.8	-2.4	0	2	91
19610116	1961.043806	-3.9	-7	-5.6	0	1	93
19610117	1961.046543	-2	-7.6	-5.4	0	3.7	86
19610118	1961.049281	-5	-12.6	-8.4	0	2.7	60
19610119	1961.052019	-4.8	-15.5	-9.5	0	1.3	70
19610120	1961.054757	-3	-13.5	-8.8	0	0.7	69
19610121	1961.057495	-3.1	-11	-4.2	0	0.7	76
19610122	1961.060233	-0.1	-3.9	-2.4	0.1	1.3	84
19610123	1961.062971	-1.5	-5.2	-3.4	1.2	1	89
19610124	1961.065708	-2	-4.5	-3.9	0.1	2.3	91
19610125	1961.068446	-4.2	-9.3	-7.4	0	3	75
19610126	1961.071184	-6.5	-14.7	-9.8	0	1	59
19610127	1961.073922	-2.4	-16.4	-10.3	0	1	66
19610128	1961.07666	-4.2	-14.9	-9	0	1.3	73
19610129	1961.079398	6.7	-10.9	0.7	0	4	76
19610130	1961.082136	6.5	0.1	4.7	1.6	6.3	71
19610131	1961.084873	9.6	1.5	4.7	3.7	7.3	88
19610201	1961.087611	2.8	0.2	1.3	3.6	5.7	87
19610202	1961.090349	3	-0.4	1.2	0.6	3.3	84
19610203	1961.093087	3.5	-1.2	0.5	0	4	81
19610204	1961.095825	3.2	-2	0.7	1.1	4.7	79
19610205	1961.098563	0.5	-7.9	-3.3	0	6.7	83
19610206	1961.1013	2.1	-8	0.6	0.6	3.3	82
19610207	1961.104038	6.2	0.1	3.1	0.5	7	81
19610208	1961.106776	5.5	0	2.3	3.6	4.7	80
19610209	1961.109514	7.2	0	4.5	1.3	10	90
19610210	1961.112252	5.3	0.6	3	0	9	83
19610211	1961.11499	8.4	0.6	3.8	5.6	7	78
19610212	1961.117728	4.7	2.6	3.7	0.1	9	85
19610213	1961.120465	5.4	-0.5	3.5	0	3.3	88
19610214	1961.123203	6	1.5	3.2	0	1.7	90
19610215	1961.125941	11.1	0.6	3.6	0	1	87
19610216	1961.128679	6.5	-1.3	4.2	0	1.7	77
19610217	1961.131417	10.7	2.5	5.1	0	1	75
19610218	1961.134155	3.2	-2.1	-0.2	0	1.3	96
19610219	1961.136893	3.4	-4.6	1.2	1.8	2	96
19610220	1961.13963	6.2	2.5	3.8	0	1.3	85
19610221	1961.142368	6.4	1.9	3.6	0	3.7	82
19610222	1961.145106	3.5	0.4	2.8	0	1.3	78
19610223	1961.147844	4.2	2	3	0	1	76
19610224	1961.150582	6.8	1.7	3.4	0	1	79
19610225	1961.15332	5.2	-2	0.9	0	1.3	82
19610226	1961.156057	6.8	-0.7	2.6	0	1	78
19610227	1961.158795	7.7	-1.5	4.4	0	1.7	81
19610228	1961.161533	11.8	2.9	5.8	1.4	3.3	76
19610301	1961.164271	5.9	-0.5	2.1	0	5	85
19610302	1961.167009	8.1	-0.1	3.9	4.4	3.3	73
19610303	1961.169747	6	1.9	4.4	0.1	3.3	89
19610304	1961.172485	6.7	0.4	3.1	0	1	83
19610305	1961.175222	13.9	-1.6	5.7	0	1.3	63
19610306	1961.17796	12.1	0.3	4.7	0	0.3	79
19610307	1961.180698	13.8	0	7.2	0	1.7	58
19610308	1961.183436	15.7	0.6	6.8	0	2.3	52
19610309	1961.186174	18.7	-0.3	9	0	1	48
19610310	1961.188912	19.2	-0.6	8.2	0	3.3	63
19610311	1961.19165	12.5	3.2	7.9	0	6	72
19610312	1961.194387	16.2	3.8	10.9	0.7	7.7	61
19610313	1961.197125	11.9	6.7	7.9	6.4	6.3	89
19610314	1961.199863	11.4	7	9.1	0	7.3	79
19610315	1961.202601	13.8	7	9.4	0	8	80
19610316	1961.205339	17.7	4.6	10.5	0	11	67
19610317	1961.208077	20.1	2.3	10.2	0	3.3	63
19610318	1961.210815	18.1	6.2	10.1	0	5.7	68
19610319	1961.213552	8.1	0.1	2.2	0.1	4.7	71
19610320	1961.21629	5.7	-2.1	2.3	0.5	8.7	66
19610321	1961.219028	5.5	0	1.6	0.6	12	81
19610322	1961.221766	2.3	-3.3	0.5	0.1	11	73
19610323	1961.224504	8.5	0.3	5.2	0	7	81
19610324	1961.227242	11	3.2	7.1	0	7.3	71
19610325	1961.229979	10.6	3	6.6	0	4.7	68
19610326	1961.232717	16.4	3.5	10.1	0	6.3	59
19610327	1961.235455	10.5	0.3	3.5	0.2	11	66
19610328	1961.238193	5.8	-2	1.3	1.6	14	72
19610329	1961.240931	9	-0.1	4.7	0.1	11	71
19610330	1961.243669	9.3	2.5	7.4	4.2	12	81
19610331	1961.246407	7.9	2.5	4.8	5.8	5.7	84
19610401	1961.249144	13	-0.1	8.1	1	9.3	79
19610402	1961.251882	12.6	3	8.4	1	2.7	87
19610403	1961.25462	13	6.9	7.8	1.4	3.7	86
19610404	1961.257358	12.2	6.1	10	0.8	3.7	79
19610405	1961.260096	23	3.6	13.5	0	4.3	66
19610406	1961.262834	24.5	7.4	16.2	0	1.7	54
19610407	1961.265572	25.3	9	17	1.3	3.3	59
19610408	1961.268309	21.6	6.9	10.6	0	7.7	78
19610409	1961.271047	10.8	1.3	6.2	0	1.7	61
19610410	1961.273785	15.6	0.8	8.5	0	1	59
19610411	1961.276523	16.7	5.7	10.2	0	1.3	67
19610412	1961.279261	18.3	4.5	11.3	0	1	66
19610413	1961.281999	22.8	6.9	14.9	0	1	61
19610414	1961.284736	24	8	15.7	1.6	2	59
19610415	1961.287474	19.8	10	13.5	0.2	2	71
19610416	1961.290212	11.7	7.2	8.6	21.7	3.3	94
19610417	1961.29295	17.6	3.8	12.3	0	0.7	55
19610418	1961.295688	18.7	5.2	11.9	1.5	1.3	78
19610419	1961.298426	14.3	8.1	10.3	0	2.7	81
19610420	1961.301164	17	3.5	11	0	1.7	58
19610421	1961.303901	18.5	4.3	13.2	0	2.3	58
19610422	1961.306639	19.2	9.4	13.5	0	6	63
19610423	1961.309377	14.2	8.2	10.9	0	5.7	71
19610424	1961.312115	17.7	6.4	11.7	0	2.7	68
19610425	1961.314853	18.1	4.8	11	0	2.3	62
19610426	1961.317591	19	4.1	12.4	11.2	1	65
19610427	1961.320329	15.1	9	10.9	0	2.7	75
19610428	1961.323066	16	3.8	11.4	0	2	67
19610429	1961.325804	17.5	5.4	11.4	10.1	2.7	84
19610430	1961.328542	18.8	9.1	12.5	5.5	2.7	79
19610501	1961.33128	14.7	8.6	10.3	1.6	3.3	91
19610502	1961.334018	17.5	8.5	12.4	0.4	3.3	75
19610503	1961.336756	17.7	7.2	11.8	0.8	3.3	76
19610504	1961.339493	17.8	6.2	12.1	0.4	2.3	80
19610505	1961.342231	22.1	8.4	16.2	1.9	1.7	79
19610506	1961.344969	17.8	12.3	14.3	0.1	3.3	85
19610507	1961.347707	17.5	8.6	11.8	1.3	4	78
19610508	1961.350445	14.6	5.9	8.3	4.2	9	74
19610509	1961.353183	12.8	5	7.7	2.6	11	78
19610510	1961.355921	12	5.2	7.1	2.6	9.3	80
19610511	1961.358658	9.8	3.9	6.9	2.8	7.3	83
19610512	1961.361396	9.7	4.8	5.8	1.8	4	85
19610513	1961.364134	16	1	10.2	1	2.7	79
19610514	1961.366872	15.5	5.8	9.6	0	3.3	65
19610515	1961.36961	12.9	2.1	7.8	3.2	2	75
19610516	1961.372348	14	1.4	8.4	3	3	77
19610517	1961.375086	11	5	8.4	0.6	4.7	83
19610518	1961.377823	14.8	2.5	9.3	0	1.7	64
19610519	1961.380561	16.1	5.6	10.9	0	1.3	64
19610520	1961.383299	17	7.4	11.3	0	2.3	69
19610521	1961.386037	17.4	6.5	11.3	1.1	3	69
19610522	1961.388775	18	8.7	11.8	0	4.7	78
19610523	1961.391513	18.1	5.2	13.6	0	1	52
19610524	1961.394251	20.3	5.5	14.6	0	1.7	60
19610525	1961.396988	22	7.3	16.3	0	0.7	55
19610526	1961.399726	24.7	9.6	15.8	3.8	3.7	67
19610527	1961.402464	17.8	8.4	12.3	1.3	4	84
19610528	1961.405202	8.8	4.5	6.2	0.8	5.7	89
19610529	1961.40794	8.5	5.3	6.7	17.3	4	95
19610530	1961.410678	11	5.2	8.3	0	4	83
19610531	1961.413415	18.7	6.3	13.2	0	3.3	68
19610601	1961.416153	24.7	6.9	18.2	0.7	3.7	66
19610602	1961.418891	22.8	8.9	17.6	12.1	2	64
19610603	1961.421629	18	9.9	13.9	14.4	4.7	85
19610604	1961.424367	19.9	12.7	14.3	8.2	4.3	94
19610605	1961.427105	22.5	11.7	15.9	0.1	1.7	82
19610606	1961.429843	19.9	10.8	15.9	1.6	0.3	88
19610607	1961.43258	23.8	13.1	18	4.9	1.3	77
19610608	1961.435318	19.6	12.9	16.2	1.1	1	84
19610609	1961.438056	23.5	12	18.1	0.1	0.7	76
19610610	1961.440794	19.6	10.6	14	0.2	4	82
19610611	1961.443532	16.9	10.5	14	0	1.7	83
19610612	1961.44627	20.1	10	14.2	1.1	3	73
19610613	1961.449008	18.5	8.3	12.8	5.9	4.7	86
19610614	1961.451745	17.4	10.9	12.2	1.6	6.7	80
19610615	1961.454483	18.4	10.2	13.2	0	1.7	69
19610616	1961.457221	20.8	6.3	15.3	0	1.7	59
19610617	1961.459959	24.2	8.1	17.7	0	1	52
19610618	1961.462697	27.6	11	20.7	0	4	60
19610619	1961.465435	19.7	11.5	14.6	0	2	83
19610620	1961.468172	20.6	7.8	15.4	0	1.3	57
19610621	1961.47091	24.2	10.7	16.7	0	1.7	65
19610622	1961.473648	26.7	10.5	19.3	0	1.7	62
19610623	1961.476386	25.3	12.2	19.3	0	4	60
19610624	1961.479124	27.7	11.4	19.2	0	1.7	62
19610625	1961.481862	31	13.4	24	0	3.7	53
19610626	1961.4846	27.4	15.2	22.7	0.4	2	67
19610627	1961.487337	26.7	15.5	19.3	3.8	5.7	74
19610628	1961.490075	19.4	10.4	13.8	0	6.7	63
19610629	1961.492813	22.3	7.4	16.3	0	1.3	57
19610630	1961.495551	25.6	11.5	20.8	0	1	52
19610701	1961.498289	27.7	11.4	22.8	0	1	50
19610702	1961.501027	31	14.2	25	0	1.3	46
19610703	1961.503765	32.7	15.7	24.1	0	2.3	55
19610704	1961.506502	27.5	13.6	18.2	0.1	6.7	66
19610705	1961.50924	18.2	10.3	13.3	1.9	6.3	59
19610706	1961.511978	17	7	12	0	6.3	69
19610707	1961.514716	20.2	8.4	14.5	0	3.3	56
19610708	1961.517454	22.8	6.5	14.9	2.2	1	55
19610709	1961.520192	19.4	11.8	13.9	0.5	5.3	83
19610710	1961.52293	20	10.8	14.9	0	4.3	71
19610711	1961.525667	27.6	12.7	19.6	1.9	2	66
19610712	1961.528405	28.3	14.2	22.9	0	2.3	60
19610713	1961.531143	22.4	15.4	16.7	0.1	6.3	77
19610714	1961.533881	22	9.5	16.2	0	10	63
19610715	1961.536619	25	13.9	17.2	3.2	4	70
19610716	1961.539357	22.8	11	15	0	5.3	69
19610717	1961.542094	18	9.3	13.3	0.9	7.3	76
19610718	1961.544832	19.7	10	14.8	0.3	4	77
19610719	1961.54757	21.4	10.6	14.5	1	3.3	77
19610720	1961.550308	20.6	9.2	15.4	1.4	4	71
19610721	1961.553046	17.1	11.1	14.3	0	4.3	74
19610722	1961.555784	19.3	12	14.8	0	1.7	73
19610723	1961.558522	17.4	10.7	14.1	0	1.7	70
19610724	1961.561259	17.8	11.4	13.6	0	2.3	63
19610725	1961.563997	20.7	8.2	15.1	0	1.7	59
19610726	1961.566735	27.3	8.6	19.2	0	3	53
19610727	1961.569473	23.6	13.9	18.7	10.1	3.3	70
19610728	1961.572211	18.7	13.6	15.4	14.1	5	87
19610729	1961.574949	16.6	8.7	12	0.5	4	84
19610730	1961.577687	15.7	9.3	12.4	2	3.3	78
19610731	1961.580424	18.8	8.8	14.4	0	4.7	70
19610801	1961.583162	24.2	10.4	17.7	0	1.7	56
19610802	1961.5859	17.4	9.6	14.1	4	1.7	90
19610803	1961.588638	18.7	11	14	0.4	4	73
19610804	1961.591376	19.7	7.8	16.3	0.8	3.3	71
19610805	1961.594114	27.8	13.3	20.8	0	3	66
19610806	1961.596851	31.7	14.2	24.2	3.3	1.7	55
19610807	1961.599589	23.7	15.3	17.2	4.7	2.7	84
19610808	1961.602327	26	13.7	20.3	1.2	1.3	78
19610809	1961.605065	24.5	17.4	19.3	0.8	1.7	86
19610810	1961.607803	27.7	15.4	21.7	7.3	1.3	78
19610811	1961.610541	25.3	16.8	19	9.2	1.3	80
19610812	1961.613279	18.4	13.5	14.8	12.7	2	91
19610813	1961.616016	17.6	12.1	13.2	0	3	73
19610814	1961.618754	19.9	8.2	14.4	1.3	1.3	78
19610815	1961.621492	18.2	11.7	13.9	1.8	5.7	79
19610816	1961.62423	15.2	8.4	11.1	0	6.3	77
19610817	1961.626968	13.3	7.6	10.5	3.4	3	86
19610818	1961.629706	16.8	8.4	13	0.1	3.3	78
19610819	1961.632444	19.8	10.5	14	0.1	4.7	79
19610820	1961.635181	19.1	10.7	13.5	0.1	6	77
19610821	1961.637919	22.3	12	15.8	0	5.7	70
19610822	1961.640657	21.7	11.2	13.8	1.6	8	83
19610823	1961.643395	17	10.4	12.4	1.5	6.3	80
19610824	1961.646133	17.7	8.4	13.1	0	2.3	80
19610825	1961.648871	21	10.2	16	0	4	77
19610826	1961.651608	25.2	11.9	18.4	0	2.3	71
19610827	1961.654346	28.2	13.3	20.3	0	2.3	71
19610828	1961.657084	24.1	13.2	18.6	0	1.3	69
19610829	1961.659822	26.3	11	18.4	0	0.3	64
19610830	1961.66256	26.2	11	18.9	0	1	62
19610831	1961.665298	26.3	10.9	19.8	0	1	60
19610901	1961.668036	27.6	12.1	19.5	0	2.3	58
19610902	1961.670773	29.7	11.8	20.5	0	1.3	51
19610903	1961.673511	29.5	12.9	18.7	0.1	1.7	68
19610904	1961.676249	28	15	19.2	1.6	2.3	71
19610905	1961.678987	28.5	13.5	19.7	0.3	1.7	70
19610906	1961.681725	21.4	13.6	15.8	7.2	3.3	78
19610907	1961.684463	18	10.8	12.4	1.7	6.7	82
19610908	1961.687201	16.4	8.7	12.2	0.2	8	75
19610909	1961.689938	16	11	13	0	4	78
19610910	1961.692676	13.4	10.5	11.7	0	3	79
19610911	1961.695414	19.7	10.3	13.4	0	1.7	62
19610912	1961.698152	18.8	10	13.4	3.7	4	80
19610913	1961.70089	22.5	10.4	14.4	0	2.3	73
19610914	1961.703628	24.4	11.4	17.5	10.4	8	75
19610915	1961.706366	22.4	11	15.1	0	2.7	70
19610916	1961.709103	26.7	11.1	18.9	0	2	75
19610917	1961.711841	27.1	11.9	19.3	0	0.7	73
19610918	1961.714579	27.7	13.1	19.5	0	1.3	79
19610919	1961.717317	24.5	13.6	18.6	0	0.7	79
19610920	1961.720055	22.3	12.4	16.2	0	2.7	60
19610921	1961.722793	21.8	6.3	14.8	0	1.3	61
19610922	1961.72553	21.5	6.2	13.7	0	1.3	63
19610923	1961.728268	21.8	5.6	13.7	0	0.7	55
19610924	1961.731006	24.3	5.8	14.4	0	1	59
19610925	1961.733744	20.8	9.3	15.4	0	3	77
19610926	1961.736482	22	11.6	15.1	0	2	83
19610927	1961.73922	17.5	11	13.3	0	1	88
19610928	1961.741958	21.4	9.7	15.1	0	1	82
19610929	1961.744695	25.2	11	18.8	0	1	74
19610930	1961.747433	25.3	11.8	18.2	0	2.3	76
19611001	1961.750171	21.7	12.1	14.6	0	3.3	69
19611002	1961.752909	17.7	8	11.6	0	4	69
19611003	1961.755647	19.4	6.6	13.4	0	5.3	70
19611004	1961.758385	18.2	11.6	13.2	0	4	75
19611005	1961.761123	21.1	8	14.5	0	1.7	72
19611006	1961.76386	21	8.7	15	0	6.7	61
19611007	1961.766598	19	12.4	14.6	0	9	63
19611008	1961.769336	14.2	9.5	11	5.6	3.3	83
19611009	1961.772074	19.8	6	11.7	0	3.3	77
19611010	1961.774812	20.2	6.8	13	0	1.7	70
19611011	1961.77755	19.1	6	11.4	0	1.3	74
19611012	1961.780287	16.6	7.1	11	0	2.7	84
19611013	1961.783025	13.6	4.1	8	0	1.7	76
19611014	1961.785763	13	3.4	7.7	0	2.7	75
19611015	1961.788501	16	3.1	8.3	0	1.7	76
19611016	1961.791239	18.1	2.1	9.9	0	4	79
19611017	1961.793977	16.1	7.3	11.2	1.6	7.3	73
19611018	1961.796715	11.2	5	6.4	4.5	4.7	90
19611019	1961.799452	10.6	3.6	5.1	0	1.3	82
19611020	1961.80219	8.8	0.8	5.5	13.2	2	86
19611021	1961.804928	6.9	4.8	5.8	18.6	6.3	96
19611022	1961.807666	12.2	1.5	6.9	0	1.3	85
19611023	1961.810404	13.8	4.9	9.4	0.1	2.3	82
19611024	1961.813142	17.4	6.5	10.5	0	4	84
19611025	1961.81588	11.8	4.4	9.4	0	2.7	84
19611026	1961.818617	13.4	9	10.3	0	4.7	80
19611027	1961.821355	11.8	6.6	10	0	0.7	86
19611028	1961.824093	14	5.8	8.4	5.3	1	87
19611029	1961.826831	13	5.2	7.7	0.1	2.7	85
19611030	1961.829569	9.2	0.3	4.3	0	1.3	96
19611031	1961.832307	12	2.6	6	0	5.7	87
19611101	1961.835044	9.4	4	6.3	2	6.3	89
19611102	1961.837782	13.9	5.2	8.6	0	1.7	81
19611103	1961.84052	11.2	5.6	7.1	0.1	6.7	81
19611104	1961.843258	6.6	1.2	2.7	0	3.3	72
19611105	1961.845996	3.1	0.5	1.9	0.1	5.3	81
19611106	1961.848734	3.8	1.2	2.9	9.6	5.7	95
19611107	1961.851472	5	0.9	2.6	1.9	2.7	93
19611108	1961.854209	4.8	-0.4	1.8	0.2	3.3	87
19611109	1961.856947	9.7	-0.2	5.3	0.6	4	82
19611110	1961.859685	7.7	4.1	5.3	4.2	2	92
19611111	1961.862423	5.7	2.3	4.7	2.1	1.3	93
19611112	1961.865161	11.1	4.5	8.5	1.4	6.3	80
19611113	1961.867899	10.5	6.5	7.8	4.6	5.7	91
19611114	1961.870637	6.7	0.6	2.6	0.2	5.7	94
19611115	1961.873374	2.3	0	0.9	0.2	2	93
19611116	1961.876112	3	-0.3	1.8	0	1.3	94
19611117	1961.87885	5.2	0.6	3.7	0	4.7	87
19611118	1961.881588	5	2.9	3.8	0	4	82
19611119	1961.884326	5.1	-2.7	1.3	0	4.3	81
19611120	1961.887064	3.2	-4.4	-1.2	0	1.3	72
19611121	1961.889802	2	-6.1	-3.3	0	0.7	77
19611122	1961.892539	1.2	-8.2	-4.7	0	0.3	86
19611123	1961.895277	-3.9	-10	-5.5	0	0.3	90
19611124	1961.898015	-1.2	-4.6	-2.6	0	0.7	94
19611125	1961.900753	2.3	-2.6	1	0	0.3	92
19611126	1961.903491	2	-2.1	0.3	0.1	1	91
19611127	1961.906229	3.6	0.4	2.4	0.5	2.7	95
19611128	1961.908966	8.3	0.3	3.8	3.8	1.7	90
19611129	1961.911704	7.5	-0.6	2.5	0	2	84
19611130	1961.914442	5.6	-1	3.8	0.8	8	81
19611201	1961.91718	10.6	3.9	8.9	0	12	81
19611202	1961.919918	13.2	3.5	7.3	0	9	73
19611203	1961.922656	6.4	-1.6	2.4	0.1	2.3	79
19611204	1961.925394	13.5	1.4	11.9	0	7.3	80
19611205	1961.928131	17.8	10	12.6	0	6	69
19611206	1961.930869	12.2	-0.7	1.4	0	6	62
19611207	1961.933607	1	-1.6	-0.7	0.5	2.7	80
19611208	1961.936345	2.5	-5.2	-2.5	0	2.3	74
19611209	1961.939083	0.4	-5.8	-1.5	0.4	1.7	74
19611210	1961.941821	1.6	-1.3	0.5	1.7	1.3	86
19611211	1961.944559	11.7	0.6	7.6	8	7.3	84
19611212	1961.947296	8.7	6	6.5	11.9	3.3	90
19611213	1961.950034	6.1	-3.3	-0.2	1.4	3.3	84
19611214	1961.952772	-2.7	-8.3	-6.2	0	3.3	65
19611215	1961.95551	-3.7	-10.8	-5.4	1	8.3	77
19611216	1961.958248	-4.2	-15.9	-14.3	0.1	3	73
19611217	1961.960986	-8.9	-16.7	-12.3	0	1	64
19611218	1961.963723	-5.9	-14.5	-8.3	0	2	73
19611219	1961.966461	-3.2	-12.6	-6	0.1	4.3	75
19611220	1961.969199	2.9	-5	-0.2	0	5.3	84
19611221	1961.971937	1.7	-3.6	-1.3	0	5.7	86
19611222	1961.974675	1.1	-5.4	-2.6	1.5	7	77
19611223	1961.977413	-4.5	-10	-8.6	0	2.3	81
19611224	1961.980151	-9.8	-14	-12.3	0.1	1.3	82
19611225	1961.982888	-12.5	-19.5	-16.4	0	0.7	84
19611226	1961.985626	-11	-19	-13.9	0.1	1	85
19611227	1961.988364	-7.3	-13.6	-10.4	0	1	87
19611228	1961.991102	-4.8	-11.2	-5.9	0	0.7	84
19611229	1961.99384	-1.7	-9	-5.2	0	1.3	85
19611230	1961.996578	-1.5	-7.6	-2.4	0	1.3	95
19611231	1961.999316	1	-3.1	-1.7	0	1.7	91
19620101	1962.002053	2.4	-4	0.2	0	4.3	74
19620102	1962.004791	0.3	-3.7	-2.1	0	2.7	81
19620103	1962.007529	0.3	-9.6	-3.3	0	1.7	77
19620104	1962.010267	-1.4	-8.8	-5.9	0	1.7	89
19620105	1962.013005	-6	-12	-7.6	0	1.7	90
19620106	1962.015743	-0.6	-10.4	-2.7	0	7.7	88
19620107	1962.01848	2.9	-2.2	-0.3	0	5	84
19620108	1962.021218	2.8	-4	1.4	0	2.3	88
19620109	1962.023956	1.2	-2.9	-1.2	0.1	4	89
19620110	1962.026694	-1.1	-5.5	-3.7	0	5	83
19620111	1962.029432	5.1	-4.4	3.3	0	2.7	82
19620112	1962.03217	7	2	3.5	1.6	7.3	77
19620113	1962.034908	4.5	1.3	2.5	1	9	83
19620114	1962.037645	3	-0.7	1.5	0	9	78
19620115	1962.040383	3.7	-2	0.3	0	5.3	77
19620116	1962.043121	3	-3.5	0.1	0	2.7	77
19620117	1962.045859	2.5	-2	-0.6	0	2.7	77
19620118	1962.048597	2.9	-4.5	-1.5	0	1.3	81
19620119	1962.051335	6.5	-2.4	4	0	6.7	81
19620120	1962.054073	7.9	3.8	5.3	0.3	5.3	86
19620121	1962.05681	8.4	3.7	6.3	1.4	4.7	88
19620122	1962.059548	9.4	2.8	4.2	0	12	72
19620123	1962.062286	4.7	-0.4	1.2	0	7	79
19620124	1962.065024	4.7	-0.7	3	3.4	7	87
19620125	1962.067762	9	2.8	5.9	3.2	7	83
19620126	1962.0705	5.2	2.9	4.6	2.2	6.3	91
19620127	1962.073238	6.6	0.2	1.9	0.3	10	69
19620128	1962.075975	2.4	-5.5	-2	0.4	9	80
19620129	1962.078713	-4.6	-7	-5.8	0.3	11	82
19620130	1962.081451	-6.1	-10.3	-9.5	0	7	81
19620131	1962.084189	-5.3	-12.6	-9.7	0	3.3	78
19620201	1962.086927	-4	-13.6	-9.4	0	1.3	77
19620202	1962.089665	-2.7	-10.6	-5.2	0.4	3.3	84
19620203	1962.092402	3.1	-5.7	-3	0	2.3	74
19620204	1962.09514	0.4	-8.2	-1.8	0.4	6.3	82
19620205	1962.097878	5.4	-3.4	1.8	4	10	84
19620206	1962.100616	4.2	0.4	2	0	10	77
19620207	1962.103354	7.4	1.2	3.1	0	3.3	85
19620208	1962.106092	4.8	0.2	1.7	7.5	1.3	95
19620209	1962.10883	3.7	-0.6	0.6	0	3	78
19620210	1962.111567	4	-4.5	-0.2	0	1.3	74
19620211	1962.114305	3.7	-2.2	0.1	0	6.7	78
19620212	1962.117043	7.3	-2	4.6	3.5	19	76
19620213	1962.119781	6.7	-1.5	-0.1	3	4	92
19620214	1962.122519	0.6	-4.8	-3.4	0.1	9	79
19620215	1962.125257	-3.5	-7.1	-5.6	0.2	10	79
19620216	1962.127995	3	-7.2	1.3	0.4	16.3	84
19620217	1962.130732	2.7	-1.2	1.4	0.5	20.3	71
19620218	1962.13347	1.5	-2.1	-0.2	0.6	14.7	73
19620219	1962.136208	4.3	-0.8	2.6	0	6.3	82
19620220	1962.138946	3.9	0.6	2.3	0	5.3	83
19620221	1962.141684	3.2	-2.2	-0.7	0	9	79
19620222	1962.144422	-1.8	-5.1	-3.9	0	4.7	77
19620223	1962.147159	-3.1	-6.7	-4.2	0.1	5.3	74
19620224	1962.149897	-2	-6.3	-4.6	1.9	6.3	87
19620225	1962.152635	-4.8	-8.5	-6.7	0	3.3	75
19620226	1962.155373	-3	-8.6	-4.8	0	5.3	76
19620227	1962.158111	-1.6	-4.2	-2.2	1.8	2.3	86
19620228	1962.160849	0.8	-2.3	-0.4	0	0.7	90
19620301	1962.163587	0.4	-2.6	-1.5	0.4	2	90
19620302	1962.166324	1.7	-3.9	-0.8	0	1.3	81
19620303	1962.169062	3.3	-1.4	0	0.1	1.7	76
19620304	1962.1718	2.5	-1.5	0.6	2.1	0.3	89
19620305	1962.174538	6.4	-0.1	3.6	13.5	2.3	90
19620306	1962.177276	3.4	-5.7	-3.8	1.9	4.7	90
19620307	1962.180014	-0.7	-7.7	-5.2	0	3.3	77
19620308	1962.182752	3.8	-7.8	-2.2	0	2.3	71
19620309	1962.185489	5.5	-6.1	-0.1	0	5.7	62
19620310	1962.188227	4.9	-3.2	1.4	0	1.7	69
19620311	1962.190965	3.1	-0.8	1.4	1.9	1	88
19620312	1962.193703	6.8	-1	1.4	1.6	6.3	87
19620313	1962.196441	-1	-6.2	-5.1	0	8	74
19620314	1962.199179	1	-9.7	-4.4	0	2.7	61
19620315	1962.201916	-0.3	-8.6	-3.8	2.2	1.7	71
19620316	1962.204654	-1.7	-9.2	-4.7	0	7.3	64
19620317	1962.207392	-0.8	-5.8	-2.9	0	8.3	73
19620318	1962.21013	0.9	-7.7	-3.2	0	3.3	72
19620319	1962.212868	2.3	-4.6	-1.5	0	0.3	63
19620320	1962.215606	3.2	-4.2	-1.3	0	1.7	65
19620321	1962.218344	0.5	-5.8	-1.9	0	2.3	67
19620322	1962.221081	2.4	-3.8	-1.6	0	3	66
19620323	1962.223819	0.5	-5	-1.9	0	1.7	67
19620324	1962.226557	4.5	-6.6	-1	0	1.3	61
19620325	1962.229295	4.1	-4.7	-0.9	0	1.3	72
19620326	1962.232033	6.4	-5	0.6	0	1	67
19620327	1962.234771	8	-2.9	1.9	0.1	2.7	73
19620328	1962.237509	6.5	-1.5	1.7	0.8	8	85
19620329	1962.240246	5.4	-1.2	3.6	3	4	91
19620330	1962.242984	11.4	4.5	8.9	1	7.3	87
19620331	1962.245722	13.4	2.4	6.4	8.3	4.3	85
19620401	1962.24846	8.7	0.5	3.6	0	8	67
19620402	1962.251198	8.7	1.4	3.9	0	6.7	70
19620403	1962.253936	18.2	0.8	9	0	4.7	58
19620404	1962.256674	12.4	4.6	6.4	1.7	5.3	80
19620405	1962.259411	12.7	1.2	5.5	0	4.7	74
19620406	1962.262149	8.2	1.1	3.9	6.4	5.7	87
19620407	1962.264887	7.6	-0.1	4.2	0	10	72
19620408	1962.267625	14.7	3.5	9.8	0	8.3	63
19620409	1962.270363	10.9	3	5.6	0	4	69
