DASS	DATE	TMAX	TMIN	TMEAN	PREC	WIND	RHUM
19900622	1990.472964	23.2	11.3	15.1	2	6	77
19900623	1990.475702	17.1	10	12.1	7.3	6	84
19900624	1990.478439	20.9	9.1	15.4	0	5	64
19900625	1990.481177	22.6	8.4	18.3	0	2	62
19900626	1990.483915	26.5	14.3	20.6	0	1.7	61
19900627	1990.486653	28.4	11.7	22	0	4.7	59
19900628	1990.489391	25.9	17.8	20.8	3.7	4.7	74
19900629	1990.492129	29.3	15.8	23.9	0.2	2.3	63
19900630	1990.494867	29.9	16.7	23.1	0	4.7	56
19900701	1990.497604	23.6	12.4	16.1	1.3	5.3	66
19900702	1990.500342	20.8	9.9	15.8	0.1	5.3	61
19900703	1990.50308	23.8	9.1	16.8	0.1	3.3	63
19900704	1990.505818	15.5	9.6	11.3	0	6.7	84
19900705	1990.508556	20.9	8	15.7	2	7.7	74
19900706	1990.511294	19.5	10.3	13.3	0	7	69
19900707	1990.514031	17.5	6.8	12.9	0	5.7	62
19900708	1990.516769	19.9	10.5	16.1	0	4.7	81
19900709	1990.519507	24.6	16.4	18.7	0	7.3	76
19900710	1990.522245	20.4	8.9	13.1	0	4.7	63
19900711	1990.524983	20.6	5.6	14.6	0	4.3	64
19900712	1990.527721	25.7	5.6	19.3	0	2	51
19900713	1990.530459	26.8	11	19.3	0	2.7	56
19900714	1990.533196	21.9	10.3	13.6	0	5	58
19900715	1990.535934	23.5	5.5	17.2	0	2	43
19900716	1990.538672	28.4	8.4	20.3	0	5.3	42
19900717	1990.54141	21.9	14.7	17.1	0	7	65
19900718	1990.544148	19.7	11.9	16.3	0	6.3	62
19900719	1990.546886	17.8	13.1	14.9	0	5	66
19900720	1990.549624	26.1	10.3	18.8	0	4.7	53
19900721	1990.552361	27.2	12.3	20.7	0	4.7	53
19900722	1990.555099	24.2	11.5	17.3	0	5	43
19900723	1990.557837	21.8	7	15.2	0	4.3	51
19900724	1990.560575	21.6	6.5	15.5	0	5	52
19900725	1990.563313	21.8	8.6	16.1	0	3.7	64
19900726	1990.566051	24	8.4	18.3	0	1.7	59
19900727	1990.568789	27.2	9	19.6	0	0.7	46
19900728	1990.571526	30	9.8	21.8	0	1.3	41
19900729	1990.574264	33.3	14	24.8	0	2.7	39
19900730	1990.577002	26.1	15	20.6	0	3.3	64
19900731	1990.57974	28.8	15.6	22.4	0	1.7	45
19900801	1990.582478	30.6	12.8	23.1	0	3.3	45
19900802	1990.585216	27.3	13.3	21.7	0	4	44
19900803	1990.587953	28.3	10.8	22.3	0	3.3	39
19900804	1990.590691	30.1	12.5	23.2	0	2.7	35
19900805	1990.593429	33.6	14	25.5	0.3	4.7	31
19900806	1990.596167	24.1	12.7	14.8	5.7	3.7	87
19900807	1990.598905	18.1	10.3	13.3	0	3.7	77
19900808	1990.601643	20.9	7.4	15.5	0	2.3	55
19900809	1990.604381	23.5	9.7	17.3	0	2.7	53
19900810	1990.607118	27.2	12.7	19.1	0	5	59
19900811	1990.609856	25.1	13.6	19.4	0	3.3	55
19900812	1990.612594	32.1	10.9	22.1	0.6	3.7	50
19900813	1990.615332	32.9	13.6	24.7	1.6	3.3	38
19900814	1990.61807	29.7	16.5	21.4	2.4	5.3	61
19900815	1990.620808	23.3	15.9	17.8	7.5	4.3	89
19900816	1990.623546	28.6	13.7	20	6.8	4.7	68
19900817	1990.626283	17.9	11.9	13.3	2	4.7	86
19900818	1990.629021	21.9	6.9	15.6	0.6	4	62
19900819	1990.631759	19.9	12.2	15.1	0	3.3	74
19900820	1990.634497	26.3	12.3	18.1	3.1	7	66
19900821	1990.637235	15.5	10.8	12.2	1.9	10.3	82
19900822	1990.639973	16.3	11.8	13.1	0.4	5.7	85
19900823	1990.64271	19.8	9	14.4	0	5	80
19900824	1990.645448	24.7	7.8	17.2	0	1.7	57
19900825	1990.648186	30.7	9.1	20.8	0	2.3	59
19900826	1990.650924	24.6	17.4	19.5	0	2.3	69
19900827	1990.653662	26.5	12.6	19.2	0	2.7	63
19900828	1990.6564	29.2	10.8	21.8	0	3	53
19900829	1990.659138	30.1	13.1	23.2	0	1.3	49
19900830	1990.661875	31.3	14.5	22.9	0	2.3	50
19900831	1990.664613	29.2	13.3	20.7	0.6	2.3	61
19900901	1990.667351	20.6	10.8	15.1	0	6.7	64
19900902	1990.670089	18.4	11.5	13.1	2.1	4.7	78
19900903	1990.672827	18.1	10	13.7	0.3	5	83
19900904	1990.675565	17.2	8.4	13.9	3.3	3.7	94
19900905	1990.678303	15.7	9.6	10.9	0	6.3	76
19900906	1990.68104	18.5	6.9	13.6	1.6	3.7	65
19900907	1990.683778	17.1	8.7	11.3	1	6.7	79
19900908	1990.686516	15.6	7.9	11.5	0	6.3	80
19900909	1990.689254	15.8	9.1	12.3	0	5.7	71
19900910	1990.691992	11.9	8.4	9.6	2.6	5.3	87
19900911	1990.69473	15.6	7	12.5	2.4	5.7	82
19900912	1990.697467	14.8	6.7	9.8	2.4	3.7	83
19900913	1990.700205	15	6.7	11.5	0	4	79
19900914	1990.702943	16.1	9.2	11.3	0	2.7	76
19900915	1990.705681	15.9	6.1	11.4	0	4.3	71
19900916	1990.708419	14.9	6.7	9.2	0	2.3	67
19900917	1990.711157	17.9	1.7	10.6	1.3	1.3	63
19900918	1990.713895	14.1	5.5	8.6	0.8	6	72
19900919	1990.716632	18.8	5.4	13.9	0.2	7	71
19900920	1990.71937	15.6	6	10.9	0	5.7	57
19900921	1990.722108	14.9	6	7.3	3.1	7	78
19900922	1990.724846	11.5	4.5	9.3	3.9	6.3	85
19900923	1990.727584	18.6	9.5	13.6	0.6	4.7	72
19900924	1990.730322	15	6.6	9.9	2	4	78
19900925	1990.73306	14	5.2	10	0.7	6.7	77
19900926	1990.735797	12.8	7.5	9.7	0	1.3	80
19900927	1990.738535	13	5.2	8.1	0	4.7	73
19900928	1990.741273	15.7	3.5	10.4	0	5	63
19900929	1990.744011	19.6	7.7	12.6	0	4	56
19900930	1990.746749	23.3	7.9	17.1	3.3	5	68
19901001	1990.749487	19.2	12.5	14.9	0.9	6	87
19901002	1990.752225	18.4	6.2	10.6	0.1	2.7	80
19901003	1990.754962	20.2	4.5	11.8	0	2.3	78
19901004	1990.7577	12.2	7.3	10	4.7	3	93
19901005	1990.760438	14.3	5	9.3	0	6.3	74
19901006	1990.763176	17.4	8.5	12.7	0	8.3	77
19901007	1990.765914	18.6	9.8	14	0	4.7	71
19901008	1990.768652	12.9	5	7.7	0.1	6.3	72
19901009	1990.771389	13.5	4.3	6.8	0	3.7	76
19901010	1990.774127	16.8	2.4	9	0	4.7	69
19901011	1990.776865	19.8	3.3	10.7	0	2.7	69
19901012	1990.779603	18	2.4	9.4	0.1	1.7	83
19901013	1990.782341	19.2	3.2	10.9	0	0.7	82
19901014	1990.785079	21.3	6.4	12.3	0.1	1.7	82
19901015	1990.787817	22.1	5.5	13.8	0	4	71
19901016	1990.790554	18.5	7.6	11	0	1.7	79
19901017	1990.793292	20.8	3.3	12.1	0	2.3	71
19901018	1990.79603	17.6	8.5	12.3	2.2	3.7	82
19901019	1990.798768	11.6	9.3	10.2	0	0.7	96
19901020	1990.801506	13.7	9.3	10.3	0	4.7	89
19901021	1990.804244	9.3	0.8	3.7	0	4	66
19901022	1990.806982	7.7	-3.1	1.2	0	2.7	72
19901023	1990.809719	11.4	-3.8	2.6	0	5.3	62
19901024	1990.812457	9.5	-3.1	2.4	0	3.7	64
19901025	1990.815195	9.6	-3.1	2.9	0	3.3	75
19901026	1990.817933	8.6	-3.8	3.1	0	0.7	71
19901027	1990.820671	5	-0.9	3.7	4.5	1.7	93
19901028	1990.823409	12.7	4.5	8.2	0.1	4	80
19901029	1990.826146	9.4	3.5	5.6	10.5	6.7	86
19901030	1990.828884	9.9	1.4	6	0	9	82
19901031	1990.831622	8.8	3.6	7.7	1	7	82
19901101	1990.83436	9.6	6	7.4	0.7	8.7	80
19901102	1990.837098	10.3	3.8	6.2	1.1	5.7	78
19901103	1990.839836	7.8	2.7	5.2	0	5.7	85
19901104	1990.842574	6.2	1.2	2.9	0.5	6.3	82
19901105	1990.845311	2.2	0.2	1	1.8	4.7	96
19901106	1990.848049	3	-1.5	0.9	0.2	3.7	90
19901107	1990.850787	5.4	-0.2	1.6	0	5.7	89
19901108	1990.853525	5.5	0	3.8	0	4	85
19901109	1990.856263	9.3	1.6	3.4	0	2.3	90
19901110	1990.859001	2	-5.3	-0.6	0.3	1	90
19901111	1990.861739	4.6	-0.4	3.1	1.5	2	93
19901112	1990.864476	8.5	2.6	6.6	1.1	3.7	97
19901113	1990.867214	9.9	3.1	5.4	0	4	88
19901114	1990.869952	6.4	2.2	5.6	3.6	5.3	94
19901115	1990.87269	11.6	5.7	8.2	1	5.3	88
19901116	1990.875428	8.9	2.9	7.2	0	12	81
19901117	1990.878166	12.1	8	10.9	5.2	13.7	81
19901118	1990.880903	11.3	4.2	5.9	13.7	7.7	86
19901119	1990.883641	5.4	1.5	2.9	1.5	7	89
19901120	1990.886379	7	1.4	5.7	5.1	5.7	92
19901121	1990.889117	9.3	3.1	4.4	0	6.3	82
19901122	1990.891855	3.2	1.7	2.4	5.1	4.3	95
19901123	1990.894593	4.5	1.9	2.5	0.1	4.3	94
19901124	1990.897331	4.4	-1.1	1.1	0	2.3	85
19901125	1990.900068	4.6	-2.7	2.4	1.4	3.3	94
19901126	1990.902806	7.3	0	2.6	2.1	4.3	91
19901127	1990.905544	2.2	-2.5	1.1	0.7	4	97
19901128	1990.908282	2	0.2	0.9	2.7	4.3	95
19901129	1990.91102	3.5	0.5	1.7	2.6	6	90
19901130	1990.913758	2.2	-3.9	-1.3	0.3	8	90
19901201	1990.916496	-1.1	-6.1	-3	0	4.3	79
19901202	1990.919233	1.8	-4	-1.3	0	3.7	83
19901203	1990.921971	-0.2	-4.6	-1.5	0.4	7	93
19901204	1990.924709	2.2	-0.9	1	5	8	91
19901205	1990.927447	1.4	-1.5	-0.3	0.7	8.7	89
19901206	1990.930185	0.6	-9	-4.7	0	3	75
19901207	1990.932923	-3.8	-11.7	-8	0	1.7	84
19901208	1990.935661	-4.9	-10.9	-6.7	0	0.3	89
19901209	1990.938398	-0.2	-5.1	-1.6	0	5	94
19901210	1990.941136	4.3	-0.9	3.2	2.6	4.7	88
19901211	1990.943874	3.5	-0.1	1	0	7	84
19901212	1990.946612	0.5	-0.7	-0.3	1.6	7	90
19901213	1990.94935	3.2	-4	-0.3	0.2	3.7	89
19901214	1990.952088	0.5	-2.2	-1.1	1.4	5.7	93
19901215	1990.954825	-1.5	-3.7	-2.3	0.2	4.3	90
19901216	1990.957563	-0.3	-1.9	-1	0	7	90
19901217	1990.960301	-1	-3.5	-2.2	0	3	88
19901218	1990.963039	-0.5	-2	-1.1	0	3	89
19901219	1990.965777	0.3	-3.9	-1.2	0	4.7	84
19901220	1990.968515	-0.1	-3.1	-1.5	0.1	9.7	85
19901221	1990.971253	1.5	-1.3	0.9	0	10.7	85
19901222	1990.97399	2.7	0.5	1.7	0	3.7	93
19901223	1990.976728	4	1.2	2.1	0	3.3	92
19901224	1990.979466	2	-6	-3.4	0	6.7	74
19901225	1990.982204	-1.7	-8	-3.8	0	7.3	82
19901226	1990.984942	-0.3	-4.6	-1.8	0.2	6	86
19901227	1990.98768	6.5	-1.8	3.2	1.6	7.7	82
19901228	1990.990418	3.2	-0.5	0.9	0	7.7	77
19901229	1990.993155	7.8	-1.7	5.7	7.1	7.7	79
19901230	1990.995893	10.9	4.4	5.8	0.8	6.7	87
19901231	1990.998631	6.4	1.4	3.5	1.7	3.7	90
19910101	1991.001369	4.6	0.7	2.6	0.3	6.7	89
19910102	1991.004107	6.4	0.1	4.3	0	10	82
19910103	1991.006845	11.4	6.2	9.3	0	8.7	84
19910104	1991.009582	10.9	5.7	7.6	0	8.3	75
19910105	1991.01232	6.2	1.4	2.9	0.8	7.3	73
19910106	1991.015058	5.9	1.3	3.7	1.4	11	77
19910107	1991.017796	6.5	0	4.7	0.1	4.7	84
19910108	1991.020534	8.5	2	4.6	0	5.3	79
19910109	1991.023272	9.8	2.9	7.2	0	8.7	67
19910110	1991.02601	15.8	4.7	12.2	0	10	61
19910111	1991.028747	13.3	6.8	7.6	0.1	6.7	87
19910112	1991.031485	7	1.8	3.9	0	3.3	73
19910113	1991.034223	2.6	-0.6	0.7	0.4	4.3	86
19910114	1991.036961	0.4	-6.7	-4.1	0	4	71
19910115	1991.039699	-1	-10.5	-5.5	0	3.7	69
19910116	1991.042437	-1	-8.1	-4.8	0	4.3	77
19910117	1991.045175	-0.5	-10.7	-6.6	0	1.3	75
19910118	1991.047912	1.4	-10.3	-4.9	0	1.3	74
19910119	1991.05065	2.5	-10.3	-3.9	0	1	71
19910120	1991.053388	-0.3	-9.8	-5	0	3.3	82
19910121	1991.056126	1.5	-5.2	-0.7	0.6	4	93
19910122	1991.058864	0.5	-2	-0.3	0	2	94
19910123	1991.061602	1.4	-0.2	0.7	0	1.3	90
19910124	1991.064339	1.4	-2.8	-0.5	0	3.7	84
19910125	1991.067077	1.5	-3	-1.3	0	1.7	85
19910126	1991.069815	-1	-6.2	-2.1	0	3	91
19910127	1991.072553	0.4	-1.8	-0.4	0	2.7	86
19910128	1991.075291	1.2	-2.6	-1.5	0	2.3	82
19910129	1991.078029	0.3	-2.8	-1.2	0	4.7	89
19910130	1991.080767	2.3	-5.6	-3.9	0	5	84
19910131	1991.083504	-4	-14	-10	0	3.3	74
19910201	1991.086242	-4.6	-15.7	-10.2	0	3.7	59
19910202	1991.08898	-3.8	-16.4	-9.7	0	3	59
19910203	1991.091718	-3.9	-13.8	-8.9	0	2	60
19910204	1991.094456	-1.9	-14	-6.8	0.1	4.3	73
19910205	1991.097194	-5.4	-14.2	-11.6	0.2	4.3	75
19910206	1991.099932	-11.2	-19.1	-13.8	0	5.3	79
19910207	1991.102669	-5.3	-13.6	-7	0.6	4.7	83
19910208	1991.105407	-2.3	-7.9	-4.5	0.5	2.7	87
19910209	1991.108145	0.6	-7.4	-3.8	0	2.3	82
19910210	1991.110883	0.9	-6.8	-3.1	4.8	2.3	82
19910211	1991.113621	-1.6	-7.4	-5.7	0	6	74
19910212	1991.116359	2.2	-11.3	-6.2	0	2	74
19910213	1991.119097	-3.1	-10.2	-7.8	1.5	3.7	80
19910214	1991.121834	-4.3	-13	-9.5	0.4	5	78
19910215	1991.124572	-1.1	-14	-4.8	1	8.3	75
19910216	1991.12731	1.1	-4.8	-2.7	0.2	8.3	85
19910217	1991.130048	-0.6	-7.6	-4.9	0	5	82
19910218	1991.132786	3.9	-10.1	-1.8	0	3.7	73
19910219	1991.135524	4	-9.9	-2.5	0	2.3	80
19910220	1991.138261	8.3	-2.6	2.3	0	2.7	80
19910221	1991.140999	3.2	-8	-3.9	0	1.7	89
19910222	1991.143737	2	-6	-0.8	0	4.3	87
19910223	1991.146475	4.9	-3.8	1.9	0	6	86
19910224	1991.149213	11.6	1.9	5.3	0	3.7	82
19910225	1991.151951	10.7	-3.1	2.4	0	1.7	92
19910226	1991.154689	7.3	0.1	2	0	3	80
19910227	1991.157426	2	-3.5	-2.3	0	2.7	86
19910228	1991.160164	3.6	-5.9	-1.8	0	4	78
19910301	1991.162902	2.7	-3.3	0.3	0	5	78
19910302	1991.16564	2	-0.9	0.9	0	2.3	83
19910303	1991.168378	6.3	-0.5	1.8	0	1.7	89
19910304	1991.171116	6.8	0.8	3.5	0	2.3	87
19910305	1991.173854	3.5	0.3	1.9	0	1.7	90
19910306	1991.176591	6.7	0.2	3.4	0	3.3	83
19910307	1991.179329	7	2.4	4.7	0	5.3	79
19910308	1991.182067	11.9	3.9	5.7	0	3.7	83
19910309	1991.184805	11.2	3	6.4	0	3.7	81
19910310	1991.187543	11.4	2.8	7.6	0	1.3	86
19910311	1991.190281	11	5.8	7.6	1.1	3.3	93
19910312	1991.193018	9.3	3.8	6.1	0.2	0.7	96
19910313	1991.195756	11.9	1.7	6.4	0.2	1	87
19910314	1991.198494	7.4	1.3	3.7	0.1	1.3	95
19910315	1991.201232	16.8	-0.5	7.5	0	2.3	80
19910316	1991.20397	16.9	5.7	9.7	0	2.7	76
19910317	1991.206708	15.9	0.1	8.2	0	3.7	74
19910318	1991.209446	15.8	1.2	8.7	0	2	73
19910319	1991.212183	15.5	3.8	9	7.1	8	76
19910320	1991.214921	15.4	7.5	9.7	0.4	8	76
19910321	1991.217659	17.6	6.1	12.6	0	5	78
19910322	1991.220397	13	4.7	7.3	10	5.7	85
19910323	1991.223135	11.4	3.7	6.2	0	2.3	80
19910324	1991.225873	12.3	3.2	6.7	0	4.7	82
19910325	1991.228611	8.4	4.6	5.4	0	7	80
19910326	1991.231348	4.8	1.9	2.6	0	5.3	72
19910327	1991.234086	7.2	-2.3	1.4	0	3.3	76
19910328	1991.236824	3.2	-2.2	-0.8	0.2	4.3	87
19910329	1991.239562	4.1	-2.5	1.3	0	4.3	74
19910330	1991.2423	7.5	1	4.4	0	3	72
19910331	1991.245038	5.5	-0.3	2.6	0	4	74
19910401	1991.247775	13	-1.6	7	3.5	3.7	68
19910402	1991.250513	16.8	6.5	10.2	0	7	70
19910403	1991.253251	20.5	6.2	12	0	3.7	65
19910404	1991.255989	16.9	3.5	9.5	2.1	3.3	75
19910405	1991.258727	13.4	5.6	9.4	5	2.3	86
19910406	1991.261465	11	7.8	8.7	4.6	3.3	85
19910407	1991.264203	13.9	5.9	8.2	0.1	3.3	72
19910408	1991.26694	10.5	4.5	6.5	2.4	6	78
19910409	1991.269678	12.3	3.6	6.9	0.6	6.3	66
19910410	1991.272416	13.4	0.2	7.3	0	3.7	61
19910411	1991.275154	15.5	1.3	8.9	0	2.3	71
19910412	1991.277892	17.4	2.5	11	0	2.7	63
19910413	1991.28063	17.2	3	10.9	0	3	63
19910414	1991.283368	17.8	4.3	10.4	0	1.7	61
19910415	1991.286105	18.8	4.3	11.3	0	2	58
19910416	1991.288843	10.4	1.5	4.9	0.1	9.3	67
19910417	1991.291581	8.4	-1.4	3.6	0	5.7	65
19910418	1991.294319	6.4	-1.2	2.7	0	6.3	72
19910419	1991.297057	5.9	-0.4	1.4	0	5.3	65
19910420	1991.299795	3.5	-4.6	0.6	0.8	5	83
19910421	1991.302533	5.8	-5.6	0.2	0.3	3.7	78
19910422	1991.30527	10.1	-4.2	3	0	5	59
19910423	1991.308008	9.5	0.7	4.8	1.3	2.7	73
19910424	1991.310746	10.6	-1.2	4.6	0	2	76
19910425	1991.313484	9.3	0.4	3.7	0.2	3.3	85
19910426	1991.316222	12.7	1.7	6.4	0	2.7	77
19910427	1991.31896	16.1	-1	9.8	0	2	71
19910428	1991.321697	15.9	3	9.5	0	2	71
19910429	1991.324435	15	3.1	8	1.5	2.3	83
19910430	1991.327173	10.5	2.5	7.5	0.4	4.7	85
19910501	1991.329911	15.6	6.6	9.9	2.3	5.3	80
19910502	1991.332649	11.6	5.8	8.6	8.4	3.3	75
19910503	1991.335387	9.4	4.6	6.3	0.7	3	83
19910504	1991.338125	9.9	3	7.1	0.1	1.7	68
19910505	1991.340862	12.4	1.7	6.9	0	1.7	73
19910506	1991.3436	16.1	2.6	8.9	0	3.7	66
19910507	1991.346338	10.2	2.6	5.3	0	1.7	74
19910508	1991.349076	12.6	-0.9	7.9	0	3	59
19910509	1991.351814	14.4	1.8	9.5	0	3	64
19910510	1991.354552	14.7	4.4	10.2	3.5	5.7	79
19910511	1991.35729	17.2	8.3	12.8	1.1	3	83
19910512	1991.360027	12.5	8	8.9	7.3	5.7	89
19910513	1991.362765	14.3	7.5	9.3	0	3.7	69
19910514	1991.365503	15.2	5.5	10.2	2.3	7	75
19910515	1991.368241	9.9	3.1	4.9	0.1	7.3	75
19910516	1991.370979	10.8	3.1	5.4	0	4	72
19910517	1991.373717	13	0.5	8.6	0	5.7	66
19910518	1991.376454	12.9	3.8	7.3	0	8.3	64
19910519	1991.379192	12.8	2.6	7.9	0	7.3	62
19910520	1991.38193	18.6	2.2	13.5	0	5.7	54
19910521	1991.384668	17.7	11.8	13.3	0	6.3	73
19910522	1991.387406	20.7	9.3	14.6	0	8.7	61
19910523	1991.390144	12.4	3.6	6.2	1.1	7.3	60
19910524	1991.392882	11.4	0.8	4.9	3.4	4.7	84
19910525	1991.395619	8.6	2.8	6.4	2.8	4.3	85
19910526	1991.398357	12.3	3.8	5.9	3.7	5.7	85
19910527	1991.401095	16	0.8	10.8	0	2.7	59
19910528	1991.403833	15.3	4.4	11	0	5.3	72
19910529	1991.406571	18.1	7.4	13.2	0	3.3	59
19910530	1991.409309	19.8	7.3	14.4	0	2.3	62
19910531	1991.412047	22.8	7.7	16.7	0	2.3	52
19910601	1991.414784	20.6	9.2	13.3	0	4.7	53
19910602	1991.417522	16.7	3.5	10.9	1.4	3.7	51
19910603	1991.42026	19.1	4.8	13.2	0.7	4.3	66
19910604	1991.422998	15.4	4	9.7	0	4.7	57
19910605	1991.425736	14.2	3.6	8.5	0	4.7	67
19910606	1991.428474	16.5	3	11.8	0	2.7	73
19910607	1991.431211	20.4	8.9	15.6	0	3.3	58
19910608	1991.433949	21.1	10.2	14.8	0.2	4	70
19910609	1991.436687	21.3	8.8	16.3	0	4	61
19910610	1991.439425	22.5	13	16	0	7	53
19910611	1991.442163	18.4	9.7	12.9	0	7	62
19910612	1991.444901	25	9.7	17.9	0.1	5	48
19910613	1991.447639	23.7	14.8	18.2	0	6.7	53
19910614	1991.450376	19.4	12	14.6	0	7.3	56
19910615	1991.453114	24.1	10.5	17.3	0.4	6	58
19910616	1991.455852	23.7	14	16.7	11.2	5.7	76
19910617	1991.45859	14.4	9.7	10.8	28.6	5	95
19910618	1991.461328	15.6	8.8	10.2	0.6	7.3	84
19910619	1991.464066	18.6	7	12.7	0	4.7	68
19910620	1991.466804	19.3	9.3	13	5.6	1.7	69
19910621	1991.469541	19	10	13.5	0	2.7	75
19910622	1991.472279	25.9	10.2	20.7	0	2.3	56
19910623	1991.475017	26.3	16.2	20.4	9.4	5	66
19910624	1991.477755	22.5	14.6	17.1	9.5	6	79
19910625	1991.480493	23.1	13	17.5	0.6	1.7	83
19910626	1991.483231	28.2	15.8	20.6	9	4	72
19910627	1991.485969	21.3	12.3	14.9	3.2	4.3	84
19910628	1991.488706	15.6	8.3	11	1.3	8.3	76
19910629	1991.491444	14.2	7.9	11.3	0	6.7	71
19910630	1991.494182	21.3	9.3	15.2	0	3	64
19910701	1991.49692	25.4	11.3	19	0	2	58
19910702	1991.499658	25.2	11.2	18.6	0	3	59
19910703	1991.502396	22.2	11.6	18.5	0.4	3.3	78
19910704	1991.505133	23.7	15.8	19	0.5	3.3	88
19910705	1991.507871	27	16	20.5	0	2.7	77
19910706	1991.510609	26.7	12.5	20.9	0	2.3	57
19910707	1991.513347	27.5	15	22.7	0	3	60
19910708	1991.516085	30.4	14.7	23.7	0	2	56
19910709	1991.518823	28.5	17.4	20.4	11.5	4	80
19910710	1991.521561	25.8	14.3	20.5	0	3	82
19910711	1991.524298	30.3	15.3	23.8	0	1.7	65
19910712	1991.527036	33.3	16.7	25.6	0.3	2.3	63
19910713	1991.529774	25.3	17.5	18.7	29.8	3.7	94
19910714	1991.532512	20.8	15	17.7	3.2	4	88
19910715	1991.53525	23.2	15	17.3	0	3.3	71
19910716	1991.537988	22.8	12.3	17.7	0	4.3	72
19910717	1991.540726	23.8	10.8	16.6	3.4	2	74
19910718	1991.543463	21	9.9	16.3	0	2.7	70
19910719	1991.546201	24.7	14.7	18.9	0	6	66
19910720	1991.548939	22.1	12	16.8	0	5.3	72
19910721	1991.551677	20.2	11.5	15.8	0	2.3	75
19910722	1991.554415	21.8	13.8	16.8	0	2.7	60
19910723	1991.557153	25.8	8	18.8	0	1	52
19910724	1991.55989	27.9	11.8	18.8	2	3	73
19910725	1991.562628	22.8	13.7	16.1	0.1	3	76
19910726	1991.565366	17	11.2	13.9	2	3	91
19910727	1991.568104	18.3	12.6	13.7	0.2	4.3	89
19910728	1991.570842	23.8	11.8	18.2	0	6	66
19910729	1991.57358	25.2	11.2	18.9	0	4	61
19910730	1991.576318	25.5	12.8	20.5	0	4.7	63
19910731	1991.579055	22.6	12.7	18.6	0	1.7	82
19910801	1991.581793	26.2	15.3	20.4	4.6	3.7	78
19910802	1991.584531	18.9	16.7	17.6	37	5.7	94
19910803	1991.587269	24.2	14.8	19.1	0.1	4.7	83
19910804	1991.590007	23.7	16.5	19.3	0	4.3	80
19910805	1991.592745	24.9	15.3	19.8	0	3	77
19910806	1991.595483	28.6	13.4	21.5	0	1.7	63
19910807	1991.59822	32	15.1	24.3	0	2	53
19910808	1991.600958	32	16.8	25.4	2.4	4	59
19910809	1991.603696	24.4	15.5	18.3	0	4.3	82
19910810	1991.606434	24	12.8	18.2	0.2	4.3	73
19910811	1991.609172	28.6	15.4	21.5	0	4.7	66
19910812	1991.61191	23.9	13.2	15.7	0.4	3.3	88
19910813	1991.614648	23.4	10	17.3	0	2.7	67
19910814	1991.617385	22.6	9	17.7	2.6	2.7	63
19910815	1991.620123	24.3	11.9	16.9	0	2	69
19910816	1991.622861	26.3	10.8	20.3	0	3.7	66
19910817	1991.625599	25.5	14.3	19.5	3.7	4.3	64
19910818	1991.628337	20.3	12.1	15	0	4.3	66
19910819	1991.631075	18.6	9.1	13.5	0	6	67
19910820	1991.633812	17.5	10	13.1	1	6	81
19910821	1991.63655	20.2	12.4	14.9	0.3	2.3	70
19910822	1991.639288	23.6	7.8	17	0	3.3	61
19910823	1991.642026	26	10.3	17.8	0	2.3	74
19910824	1991.644764	25.8	13.9	18.8	0.7	3.3	77
19910825	1991.647502	21.6	11.5	15.8	0	2.7	70
19910826	1991.65024	20.4	10.5	14.5	0	3	74
19910827	1991.652977	19.8	8.3	13.6	0	3.7	72
19910828	1991.655715	19.3	9.4	13.7	3.6	2.3	90
19910829	1991.658453	19.3	8.1	12.5	0	4	76
19910830	1991.661191	20.8	5	14	0	2.3	73
19910831	1991.663929	23.6	8.3	16.4	0	1	63
19910901	1991.666667	22.8	7.9	16.2	0	3.7	63
19910902	1991.669405	25	7.3	17.6	0	3.3	63
19910903	1991.672142	25.2	9	18.9	0	2.3	61
19910904	1991.67488	26.3	8.4	17.2	0	2.3	62
19910905	1991.677618	25.4	10.4	17.2	0.1	5.7	64
19910906	1991.680356	17	8.4	11.8	0	5	67
19910907	1991.683094	15	7.4	11.5	0	6.3	61
19910908	1991.685832	15	8.8	12.1	0.6	3.3	81
19910909	1991.688569	20	9.5	14.3	0	1.7	66
19910910	1991.691307	25.1	6.5	17	0	2.7	59
19910911	1991.694045	23.4	12.4	15.9	2.4	5.7	78
19910912	1991.696783	17.6	9.3	11.6	0	2	62
19910913	1991.699521	19.1	2.5	12.6	0	1.7	59
19910914	1991.702259	17.5	6.4	13.3	0	2	78
19910915	1991.704997	24.6	13	17.3	0	2	68
19910916	1991.707734	24.1	11.1	17.2	1.7	4	75
19910917	1991.710472	22.1	14.1	16.4	2.7	5.7	72
19910918	1991.71321	17.8	9.8	13.8	0	3	72
19910919	1991.715948	23.3	9.4	15.7	0	2.3	66
19910920	1991.718686	16.6	9.8	11.8	2.3	3.3	88
19910921	1991.721424	18.7	4.1	12	0	2.3	74
19910922	1991.724162	24.9	6.3	16.2	3.2	4	77
19910923	1991.726899	17	11.2	12.5	0	5.7	74
19910924	1991.729637	18.3	10.5	13.8	0	6.3	78
19910925	1991.732375	24.9	8.8	15.8	0	2.7	71
19910926	1991.735113	21.4	8.1	15	0.4	3	81
19910927	1991.737851	15.9	10.7	12.2	0.1	5	83
19910928	1991.740589	17	7.7	11.6	0	4	67
19910929	1991.743326	22.6	5.1	15.8	0	2.7	71
19910930	1991.746064	17.4	9.3	12.7	1.3	2.3	89
